品番,商品名_JA,商品名_KO,用途_JA,メリット_JA,用途_KO,メリット_KO,韓国眼鏡店への販売価格（KRW）,通貨,入数,カタログ参照,画像ファイル名,商品ページURL
22-P,ヤットコ(プレミアムライン),플라이어(프리미엄 라인),レンズサイズ確認,レンズ合わせと検品を効率化しやすい,렌즈 사이즈 확인,렌즈 맞춤과 검품을 효율화하기 쉬움,146200,KRW,,カタログP.143,22-P_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%83%a4%e3%83%83%e3%83%88%e3%82%b322b/
23-B,ヤットコ(大型),플라이어(대형),鼻パッド角度調整,取付金具を安定してつかみやすい,코패드 각도 조정,장착 금구를 안정적으로 잡기 쉬움,83300,KRW,,カタログP.128,23-B_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%83%a4%e3%83%83%e3%83%88%e3%82%b323/
25-B,ヤットコ(大型プラスチック付),플라이어(대형플라스틱포함),ブリッジ角度調整,前面バランスを整えやすい,브리지 각도 조정,전면 밸런스를 맞추기 쉬움,90100,KRW,,"カタログP.140,170,171",25-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=25-B
25-P,ヤットコ(プレミアムライン),플라이어(프리미엄 라인),リム形状調整,レンズ合わせを安定させやすい,림 형상 조정,렌즈 맞춤을 안정시키기 쉬움,151300,KRW,,カタログP.140,25-P_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%83%97%e3%83%ac%e3%83%9f%e3%82%a2%e3%83%a0%e3%83%a4%e3%83%83%e3%83%88%e3%82%b3-25p/
25-1,No.25ヤットコ先プラスチック(凸),No.25플라이어플라스틱 팁스틱(볼록),ヤットコ先端交換・保護,調整時のキズを抑えやすい,플라이어 팁 교체 및 보호,조정 중 흠집을 줄이기 쉬움,6900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=25-1
25-2,No.25ヤットコ先プラスチック(凹),No.25플라이어플라스틱 팁스틱(오목),ヤットコ先端交換・保護,調整時のキズを抑えやすい,플라이어 팁 교체 및 보호,조정 중 흠집을 줄이기 쉬움,6900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=25-2
26-1,No.26ヤットコ先プラスチック(1組中1ヶ分),No.26플라이어플라스틱 팁스틱(1 중1),ヤットコ先端交換・保護,調整時のキズを抑えやすい,플라이어 팁 교체 및 보호,조정 중 흠집을 줄이기 쉬움,6900,KRW,1組,,,https://www.san-nishimura.co.jp/product/item/?key_word=26-1
27,ヤットコ,플라이어,リム形状調整,レンズ合わせを安定させやすい,림 형상 조정,렌즈 맞춤을 안정시키기 쉬움,68000,KRW,,カタログP.140,27_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=27
27-1,No.27ヤットコ先プラスチック(丸),No.27플라이어플라스틱 팁스틱(원형),ヤットコ先端交換・保護,調整時のキズを抑えやすい,플라이어 팁 교체 및 보호,조정 중 흠집을 줄이기 쉬움,6900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=27-1
27-2,No.27ヤットコ先プラスチック(角),No.27플라이어플라스틱 팁스틱(각형),ヤットコ先端交換・保護,調整時のキズを抑えやすい,플라이어 팁 교체 및 보호,조정 중 흠집을 줄이기 쉬움,6900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=27-2
28,ヤットコ,플라이어,フレーム調整・部品保持,狙った部分を安定してつかみやすい,프레임 조정 및 부품 고정,원하는 부분을 안정적으로 잡기 쉬움,100300,KRW,,カタログP.139,28_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=28
28-1,No.28ヤットコ先プラスチック,No.28플라이어플라스틱 팁스틱,ヤットコ先端交換・保護,調整時のキズを抑えやすい,플라이어 팁 교체 및 보호,조정 중 흠집을 줄이기 쉬움,6900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=28-1
31N,工具台,공구대,工具整理・収納,必要な工具を取り出しやすい,공구 정리 및 수납,필요한 공구를 꺼내기 쉬움,127500,KRW,,"カタログP.169,170,171",31N_1.jpg,https://www.san-nishimura.co.jp/product/item/%e5%b7%a5%e5%85%b7%e5%8f%b0/
36,ヤスリ,줄,検査・測定,状態確認と加工判断をしやすい,검사 및 측정,상태 확인과 가공 판단이 쉬움,18600,KRW,10本,"カタログP.165,172",36_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%82%a2%e3%82%b4%e7%b4%99/
39,ヤスリセット(3本入),줄세트(3개),削り・仕上げ加工,細かな形状調整と面取りをしやすい,절삭 및 마감 가공,세밀한 형상 조정과 면취가 쉬움,48900,KRW,3本,カタログP.165,39_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=39
40,ヤットコ,플라이어,拡大確認,細部を見やすくする,확대 확인,세부를 보기 쉽게 함,74800,KRW,,"カタログP.136,137,170,171,172",40_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=40
40-P,ヤットコ(プレミアムライン),플라이어(프리미엄 라인),テンプル開き調整,左右の開きと掛け心地を整えやすい,템플 벌어짐 조정,좌우 벌어짐과 착용감을 맞추기 쉬움,151300,KRW,,カタログP.136,40-P_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%83%97%e3%83%ac%e3%83%9f%e3%82%a2%e3%83%a0%e3%83%a4%e3%83%83%e3%83%88%e3%82%b3-40p/
40-1,No.40ヤットコ先プラスチック,No.40플라이어플라스틱 팁스틱,ヤットコ先端交換・保護,調整時のキズを抑えやすい,플라이어 팁 교체 및 보호,조정 중 흠집을 줄이기 쉬움,6900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=40-1
41-B,ヤットコ,플라이어,テンプル開き調整,左右の開きと掛け心地を整えやすい,템플 벌어짐 조정,좌우 벌어짐과 착용감을 맞추기 쉬움,90100,KRW,,"カタログP.144,171",,https://www.san-nishimura.co.jp/product/item/?key_word=41-B
42-B,ヤットコ,플라이어,リム形状調整,レンズ合わせを安定させやすい,림 형상 조정,렌즈 맞춤을 안정시키기 쉬움,83300,KRW,,カタログP.141,42-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=42-B
42-1,No.42ヤットコ先プラスチック(凹),No.42플라이어플라스틱 팁스틱(오목),ヤットコ先端交換・保護,調整時のキズを抑えやすい,플라이어 팁 교체 및 보호,조정 중 흠집을 줄이기 쉬움,6900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=42-1
42-2,No.42ヤットコ先プラスチック(凸),No.42플라이어플라스틱 팁스틱(볼록),ヤットコ先端交換・保護,調整時のキズを抑えやすい,플라이어 팁 교체 및 보호,조정 중 흠집을 줄이기 쉬움,6900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=42-2
43-23,花型ナットW 1.7×2.6×1.4,꽃형 너트W 1.7×2.6×1.4,ナット固定・交換,ガタつきを抑えて仕上がりを安定させやすい,너트 고정 및 교체,흔들림을 줄이고 마감을 안정시키기 쉬움,5100,KRW,16ヶ,カタログP.49,43-23_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=43-23
44,眼鏡サシ(透明生地),(투명),検査・測定,状態確認と加工判断をしやすい,검사 및 측정,상태 확인과 가공 판단이 쉬움,7800,KRW,2本,"カタログP.172,173",44_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=44
50-1,穴明ドリルロングタイプ(1.4mm)刃長18mm,드릴 비트롱타입(1.4mm) 18mm,穴あけ・穴調整,穴径や位置を整えやすい,구멍 가공 및 조정,구멍 크기와 위치를 맞추기 쉬움,14700,KRW,,カタログP.206,,https://www.san-nishimura.co.jp/product/item/?key_word=50-1
50-2,穴明ドリルロングタイプ(2.0mm)刃長18mm,드릴 비트롱타입(2.0mm) 18mm,穴あけ・穴調整,穴径や位置を整えやすい,구멍 가공 및 조정,구멍 크기와 위치를 맞추기 쉬움,14700,KRW,,カタログP.206,,https://www.san-nishimura.co.jp/product/item/?key_word=50-2
50-H,レンズ穴広げ(ダイヤモンド),렌즈 (다이아몬드),穴あけ・穴調整,穴径や位置を整えやすい,구멍 가공 및 조정,구멍 크기와 위치를 맞추기 쉬움,57700,KRW,,カタログP.207,50-H_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%83%ac%e3%83%b3%e3%82%ba%e7%a9%b4%e5%ba%83%e3%81%92%e3%83%80%e3%82%a4%e3%83%a4%e3%83%a2%e3%83%b3%e3%83%89/
50-I,溝削りダイヤモンド砥石,다이아몬드연마석,削り・仕上げ加工,細かな形状調整と面取りをしやすい,절삭 및 마감 가공,세밀한 형상 조정과 면취가 쉬움,68400,KRW,,カタログP.208,50-I_1.jpg,https://www.san-nishimura.co.jp/product/item/%e6%ba%9d%e5%89%8a%e3%82%8a%e3%83%80%e3%82%a4%e3%83%a4%e3%83%a2%e3%83%b3%e3%83%89%e7%a0%a5%e7%9f%b3/
50-J,白毛ブラシ,백모브러시,清掃・研磨仕上げ,作業後の見た目を整えやすい,청소 및 연마 마감,작업 후 외관을 정돈하기 쉬움,22100,KRW,,カタログP.209,50-J_1.jpg,https://www.san-nishimura.co.jp/product/item/%e7%99%bd%e6%af%9b%e3%83%96%e3%83%a9%e3%82%b7/
50-K,鹿革バフ,사슴가죽버프,研磨・艶出し,キズやくすみを整えやすい,연마 및 광택 마감,흠집과 칙칙함을 정돈하기 쉬움,8300,KRW,,カタログP.209,50-K_1.jpg,https://www.san-nishimura.co.jp/product/item/%e9%b9%bf%e9%9d%a9%e3%83%90%e3%83%95/
50-L,羊毛バフ,버프,研磨・艶出し,キズやくすみを整えやすい,연마 및 광택 마감,흠집과 칙칙함을 정돈하기 쉬움,8300,KRW,,カタログP.209,50-L_1.jpg,https://www.san-nishimura.co.jp/product/item/%e7%be%8a%e6%af%9b%e3%83%96%e3%83%a9%e3%82%b7/
50-N,磨き砥石チタン専用,연마석티타늄,削り・仕上げ加工,細かな形状調整と面取りをしやすい,절삭 및 마감 가공,세밀한 형상 조정과 면취가 쉬움,7800,KRW,,カタログP.208,50-N_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%83%81%e3%82%bf%e3%83%b3%e7%94%a8%e7%a3%a8%e3%81%8d%e7%a0%a5%e7%9f%b3/
50-O,スーパー超硬穴明ドリル(0.9mm),드릴 비트(0.9mm),穴あけ・穴調整,穴径や位置を整えやすい,구멍 가공 및 조정,구멍 크기와 위치를 맞추기 쉬움,50700,KRW,,カタログP.206,50-O_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=50-O
50-P,スーパー超硬穴明ドリル(1.1mm),드릴 비트(1.1mm),穴あけ・穴調整,穴径や位置を整えやすい,구멍 가공 및 조정,구멍 크기와 위치를 맞추기 쉬움,50700,KRW,1本,カタログP.206,,https://www.san-nishimura.co.jp/product/item/?key_word=50-P
50-Q,スーパー超硬穴明ドリル(1.3mm),드릴 비트(1.3mm),穴あけ・穴調整,穴径や位置を整えやすい,구멍 가공 및 조정,구멍 크기와 위치를 맞추기 쉬움,50700,KRW,,"カタログP.47,206",,https://www.san-nishimura.co.jp/product/item/?key_word=50-Q
50-R,スーパー超硬穴明ドリル(1.5mm),드릴 비트(1.5mm),穴あけ・穴調整,穴径や位置を整えやすい,구멍 가공 및 조정,구멍 크기와 위치를 맞추기 쉬움,50700,KRW,,カタログP.206,,https://www.san-nishimura.co.jp/product/item/?key_word=50-R
50-S1,超硬穴明ドリル(0.8mm),드릴 비트(0.8mm),穴あけ・穴調整,穴径や位置を整えやすい,구멍 가공 및 조정,구멍 크기와 위치를 맞추기 쉬움,28700,KRW,,カタログP.206,50-S1_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=50-S1
50-S2,超硬穴明ドリル(1.0mm),드릴 비트(1.0mm),穴あけ・穴調整,穴径や位置を整えやすい,구멍 가공 및 조정,구멍 크기와 위치를 맞추기 쉬움,28700,KRW,1本,カタログP.206,,https://www.san-nishimura.co.jp/product/item/?key_word=50-S2
50-S3,超硬穴明ドリル(1.2mm),드릴 비트(1.2mm),穴あけ・穴調整,穴径や位置を整えやすい,구멍 가공 및 조정,구멍 크기와 위치를 맞추기 쉬움,28700,KRW,1本,カタログP.206,,https://www.san-nishimura.co.jp/product/item/?key_word=50-S3
50-S4,超硬穴明ドリル(1.4mm),드릴 비트(1.4mm),穴あけ・穴調整,穴径や位置を整えやすい,구멍 가공 및 조정,구멍 크기와 위치를 맞추기 쉬움,28700,KRW,1本,カタログP.206,,https://www.san-nishimura.co.jp/product/item/?key_word=50-S4
50-S5,超硬穴明ドリル(1.6mm),드릴 비트(1.6mm),穴あけ・穴調整,穴径や位置を整えやすい,구멍 가공 및 조정,구멍 크기와 위치를 맞추기 쉬움,28700,KRW,,カタログP.206,,https://www.san-nishimura.co.jp/product/item/?key_word=50-S5
50-W19,ダイヤモンド磨き砥石 光沢用(軸径2.3mm),다이아몬드 연마석 (2.3mm),削り・仕上げ加工,細かな形状調整と面取りをしやすい,절삭 및 마감 가공,세밀한 형상 조정과 면취가 쉬움,39100,KRW,,カタログP.208,50-W19_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%83%80%e3%82%a4%e3%83%a4%e3%83%a2%e3%83%b3%e3%83%89%e7%a3%a8%e3%81%8d%e7%a0%a5%e7%9f%b3/
50-W2,ゴム磨き砥石(軸径3mm),고무 연마석(3mm),削り・仕上げ加工,細かな形状調整と面取りをしやすい,절삭 및 마감 가공,세밀한 형상 조정과 면취가 쉬움,7800,KRW,,カタログP.207,50-W2_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%82%b4%e3%83%a0%e7%a3%a8%e3%81%8d%e7%a0%a5%e7%9f%b3/
50-W20,ダイヤモンド磨き砥石 光沢用(軸径2.3mm),다이아몬드 연마석 (2.3mm),削り・仕上げ加工,細かな形状調整と面取りをしやすい,절삭 및 마감 가공,세밀한 형상 조정과 면취가 쉬움,37100,KRW,,カタログP.208,50-W20_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%83%80%e3%82%a4%e3%83%a4%e3%83%a2%e3%83%b3%e3%83%89%e7%a3%a8%e3%81%8d%e7%a0%a5%e7%9f%b3/
50-W4,ゴム磨き砥石(軸径2.3mm),고무 연마석(2.3mm),削り・仕上げ加工,細かな形状調整と面取りをしやすい,절삭 및 마감 가공,세밀한 형상 조정과 면취가 쉬움,8200,KRW,,カタログP.207,50-W4_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=50-W4
50-W6,溝削り砥石(軸径2.3mm),연마석(2.3mm),削り・仕上げ加工,細かな形状調整と面取りをしやすい,절삭 및 마감 가공,세밀한 형상 조정과 면취가 쉬움,13400,KRW,,カタログP.208,50-W6_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=50-W6
50-W6S5,溝削り砥石のみ お徳用5枚セット,연마석단품 대용량5 세트,削り・仕上げ加工,細かな形状調整と面取りをしやすい,절삭 및 마감 가공,세밀한 형상 조정과 면취가 쉬움,44200,KRW,5枚,,50-W6S5_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=50-W6S5
50-W7,溝削り砥石(軸径2.3mm),연마석(2.3mm),削り・仕上げ加工,細かな形状調整と面取りをしやすい,절삭 및 마감 가공,세밀한 형상 조정과 면취가 쉬움,8300,KRW,,カタログP.208,50-W7_1.jpg,https://www.san-nishimura.co.jp/product/item/%e6%ba%9d%e5%89%8a%e3%82%8a%e7%a0%a5%e7%9f%b3/
50-Z,マンドレール 軸径 2.3mm,맨드릴 2.3mm,研磨・艶出し,キズやくすみを整えやすい,연마 및 광택 마감,흠집과 칙칙함을 정돈하기 쉬움,3900,KRW,1本,"カタログP.208,209",50-Z_1.png,https://www.san-nishimura.co.jp/product/item/?key_word=50-Z
53,アロンタイト,아론타이트,接着・ゆるみ止め,補修後の固定を安定させやすい,접착 및 풀림 방지,보수 후 고정을 안정시키기 쉬움,16600,KRW,,カタログP.262,53_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=53
56,+鉄製ドライバー(大)2.5mm,+철제드라이버(대)2.5mm,ネジ調整,日常修理をスムーズにしやすい,나사 조정,일상 수리를 원활하게 하기 쉬움,4900,KRW,,カタログP.148,56_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=56
57,+鉄製ドライバー(小)2.0mm,+철제드라이버(소)2.0mm,ネジ調整,日常修理をスムーズにしやすい,나사 조정,일상 수리를 원활하게 하기 쉬움,4100,KRW,,カタログP.148,57_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=57
58,+チェンジドライバーセット(2本入),+교체드라이버세트(2개),ネジ調整,日常修理をスムーズにしやすい,나사 조정,일상 수리를 원활하게 하기 쉬움,28100,KRW,2本,"カタログP.155,172",58_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=58
