"品番","商品名_JA","current_pack_qty","catalog_pack_qty","pack_status","catalog_pages","evidence","notes"
"67-35","±ネジW 1.4×4.0","30本","30本","ok","カタログP.110,111","PDF抽出メモ:品番直近=30本 [No.67-35 ネジ W 1.4×3.7×2.0 修理対応用 ハ ード パ ット 34 30本 ネジ W 1.4×2.5×2.0 30本] || 既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-35A","±ネジW1.4×4.0(100本入)","100本","","no_catalog_evidence","","",""
"67-35B","±ネジW1.4×4.0(300本入)","300本","","no_catalog_evidence","","",""
"67-35C","±ネジW1.4×4.0(1000本入)","1000本","","no_catalog_evidence","","",""
"67-36","±ネジW 1.4×4.5","","30本","missing_candidate","カタログP.110,111,248","PDF抽出メモ:品番直近=30本 [No.67-36 フロント止ネジ W 1.4×4.0×2.5 30本 ...]",""
"67-37","±ネジW 1.4×5.0","","30本","missing_candidate","カタログP.110,111","PDF抽出メモ:品番直近=30本 [No.67-37 ネジ W 1.4×4.5×2.0 30本 ネジ W 1.4×3.5×...]",""
"67-38","±ネジW 1.4×5.5","30本","30本","ok","カタログP.110,111","PDF抽出メモ:品番直近=30本 [ネジ W 1.4×5.5×2.0 ネジ W 1.4×5.0×2.0 30本 30本] || 既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-39","±ネジW 1.4×6.0","30本","30本","ok","カタログP.110,111","PDF抽出メモ:品番直近=30本 [.67-78 ネジＷ樹脂ロック加工（ゆるみ止め）＆ ネジセットＷ樹脂ロック加工（ゆるみ止め） 30本 30本] || 既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-40","±ネジW 1.4×7.0","30本","30本","ok","カタログP.110,111","PDF抽出メモ:品番直近=30本 [Ｗ樹脂ロック加工（ゆるみ止め）＆ ネジセットＷ樹脂ロック加工（ゆるみ止め） 30本 30本 No.67-39] || 既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-41","±ネジW 1.4×8.0","","30本","missing_candidate","カタログP.110,111","PDF抽出メモ:品番直近=30本 [No.67-41 ネジ W 1.4×7.0×2.0 30本 30本]",""
"67-42","±ネジW 1.7×3.0","30本","30本","ok","カタログP.110,111","既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-43","±ネジW 1.7×4.0","30本","30本","ok","カタログP.110,111","PDF抽出メモ:品番直近=30本 [No.67-43 30本 30本] || 既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-44","±ネジW 1.7×5.0","","ambiguous: 30本 / 10本","ambiguous","カタログP.110,111","PDF抽出メモ:品番直近=30本 [No.67-44 30本 No....] || PDF抽出メモ:品番直近=10本 [.8×6.0×2.2 10本 No.67-82 ツーポイントネジ W 座付 1.4×10.0×2.8 30本]","複数候補あり: 30本 / 10本"
"67-45","±ネジW 1.7×6.0","30本","30本","ok","カタログP.110,111","PDF抽出メモ:品番直近=30本 [7×6.0×2.3 30本 ネジ W 1.3×4.5×2.0 ツーポイントネジ W 1.4×12.0×2.2] || 既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-46","±ネジW 1.7×7.0","30本","30本","ok","カタログP.110,111","既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-47","±ネジW 1.7×8.0","30本","30本","ok","カタログP.110,111","既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-48","±ネジW 1.7×10.0","30本","30本","ok","カタログP.110,111","既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-49","±ネジW 1.0×3.5","30本","30本","ok","カタログP.110,111,248","PDF抽出メモ:品番直近=30本 [.67-49 No.67-79 30本] || 既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-50","±ネジW 1.0×4.0","30本","ambiguous: 10本 / 20本 / 30本","ambiguous","カタログP.110,111","PDF抽出メモ:品番直近=10本 [No.141-668 木ネジ W1.6×8.0×2.3 10本 樹脂ロック加工なし 20本] || PDF抽出メモ:品番直近=20本 [No.141-668 木ネジ W1.6×8.0×2.3 10本 樹脂ロック加工なし 20本] || 既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]","複数候補あり: 10本 / 20本 / 30本"
"67-50A","±ネジW1.0×4.0(100本入)","100本","","no_catalog_evidence","","",""
"67-50B","±ネジW1.0×4.0(300本入)","300本","","no_catalog_evidence","","",""
"67-50C","±ネジW1.0×4.0(1000本入)","1000本","","no_catalog_evidence","","",""
"67-71","±ネジW 1.4×2.0","","30本","missing_candidate","カタログP.110,111,248","PDF抽出メモ:品番直近=30本 [No.67-71 ネジ W 1.2×4.0×2.0 30本 ...]",""
"67-72","±ネジW 1.4×2.5","30本","30本","ok","カタログP.110,111","PDF抽出メモ:品番直近=30本 [No.67-72 ネジ W 1.4×2.0×2.0 30本 ...] || 既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-72A","±ネジW1.4×2.5(100本入)","100本","","no_catalog_evidence","","",""
"67-72B","±ネジW1.4×2.5(300本入)","300本","","no_catalog_evidence","","",""
"67-72C","±ネジW1.4×2.5(1000本入)","1000本","","no_catalog_evidence","","",""
"67-73","±ネジW 1.3×4.5","10本","ambiguous: 30本 / 10 本 / 1本 / 10本","ambiguous","カタログP.110,111,288","PDF抽出メモ:品番直近=30本 [30本 30本 No.67-43 30本 30本] || PDF抽出メモ:品番直近=10 本 [No.67-73 10 本 エッシェン バッハ ± ネジ W ○ 1.3×4.5] || PDF抽出メモ:品番直近=1本 [○ ± ○ W W ± ○ W || 柄 240N2300 ショップ アイテム POP ラッピング 各1本] || 既存入数抽出メモ:PDF抽出メモ=10本 [10本] || pack_quantity_fill_report:PDF抽出メモ=10本 [10本]","複数候補あり: 30本 / 10 本 / 1本 / 10本"
"67-74","±ネジW 1.5×5.0","10本","10 本","ok","カタログP.110,111,288","PDF抽出メモ:品番直近=10 本 [No.67-74 10 本 ネジ抜き器] || 既存入数抽出メモ:PDF抽出メモ=10本 [10本] || pack_quantity_fill_report:PDF抽出メモ=10本 [10本]",""
"67-75","±ネジW 1.8×6.0","10本","10本","ok","カタログP.110,111,288","PDF抽出メモ:品番直近=10本 [No.67-75 10本] || 既存入数抽出メモ:PDF抽出メモ=10本 [10本] || pack_quantity_fill_report:PDF抽出メモ=10本 [10本]",""
"67-76","±ネジW 1.4×2.7","30本","30本","ok","カタログP.110,111","PDF抽出メモ:品番直近=30本 [ネジ W 1.4×2.7×2.0 No.67-71 ネジ W 1.2×4.0×2.0 30本] || 既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-76A","±ネジW1.4×2.7(100本入)","100本","","no_catalog_evidence","","",""
"67-76B","±ネジW1.4×2.7(300本入)","300本","","no_catalog_evidence","","",""
"67-76C","±ネジW1.4×2.7(1000本入)","1000本","","no_catalog_evidence","","",""
"67-77","±ネジW 1.4×3.3","","30本","missing_candidate","カタログP.110,111","PDF抽出メモ:品番直近=30本 [No.67-77 フロント止ネジ W 1.4×3.0×2.5 30本]",""
"67-77A","±ネジW1.4×3.3(100本入)","100本","","no_catalog_evidence","","",""
"67-77B","±ネジW1.4×3.3(300本入)","300本","","no_catalog_evidence","","",""
"67-77C","±ネジW1.4×3.3(1000本入)","1000本","","no_catalog_evidence","","",""
"67-78","±ネジW 1.4×3.7","30本","30本","ok","カタログP.110,111","PDF抽出メモ:品番直近=30本 [No.67-78 ネジＷ樹脂ロック加工（ゆるみ止め）＆ ネジセットＷ樹脂ロック加工（ゆるみ止め） 30本 30本] || 既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-79","±フロント止ネジW 1.4×2.5","30本","30本","ok","カタログP.110,111","PDF抽出メモ:品番直近=30本 [No.67-79 30本] || 既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-80","±フロント止ネジW 1.4×3.0","30本","30本","ok","カタログP.110,111","PDF抽出メモ:品番直近=30本 [34 30本 ネジ W 1.4×2.5×2.0 30本] || 既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-81","±フロント止ネジW 1.4×4.0","30本","30本","ok","カタログP.110,111","PDF抽出メモ:品番直近=30本 [30本 No.67-34 ネジ W 1.4×3.3×2.0 30本] || 既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]",""
"67-82","±ツーポイントネジW1.4×12.0","30本","ambiguous: 30本 / 10本","ambiguous","カタログP.110,111,124,127","PDF抽出メモ:品番直近=30本 [No.67-82 ツーポイントネジ W 座付 1.4×10.0×2.8 30本] || PDF抽出メモ:品番直近=10本 [ネジ W 1.7×8.0×2.3 30本 ネジ W 1.8×6.0×2.2 10本] || 既存入数抽出メモ:PDF抽出メモ=30本 [30本] || pack_quantity_fill_report:PDF抽出メモ=30本 [30本]","複数候補あり: 30本 / 10本"
"67-82A","±ツーポイントネジW1.4×12.0(100本入)","100本","","no_catalog_evidence","","",""
"67-82B","±ツーポイントネジW1.4×12.0(300本入)","300本","","no_catalog_evidence","","",""
"68","部品セット G・W","3枚","3枚","ok","カタログP.132","PDF抽出メモ:品番直近=3枚 [No.68 部品セットG･W パット足 関 連 モダン （素材：洋白） 3枚丁番 3枚丁番 3枚丁番 3枚丁番 パーツ] || 既存入数抽出メモ:PDF抽出メモ=3枚 [3枚] || pack_quantity_fill_report:PDF抽出メモ=3枚 [3枚]",""
"68-51","グースネック横付足G","","1組","missing_candidate","カタログP.132","PDF抽出メモ:品番直近=1組 [.68-51 No.68-52 グースネック横付足 G 対応ネジ １.２㎜ 1組 丁番Ｗ＆パット足Ｇ・Ｗ＆ 部品セットＧ・Ｗ 上 前 横]",""
"68-51-1","グースネック横付足G左側のみ","","","no_catalog_evidence","","",""
"68-51-2","グースネック横付足G右側のみ","","","no_catalog_evidence","","",""
"68-52","グースネック横付足W","","1組","missing_candidate","カタログP.132","PDF抽出メモ:品番直近=1組 [No.68-52 グースネック横付足 G 対応ネジ １.２㎜ 1組 丁番Ｗ＆パット足Ｇ・Ｗ＆ 部品セットＧ・Ｗ 上 前 横 （素材：洋白）]",""
"68-52-1","グースネック横付足W左側のみ","","","no_catalog_evidence","","",""
"68-52-2","グースネック横付足W右側のみ","","","no_catalog_evidence","","",""
"68-53","グースネック上付足G","","3枚","missing_candidate","カタログP.132","PDF抽出メモ:品番直近=3枚 [8×1.2 1.4×2.3×0.9 3枚丁番 ※セット内容が変更になる可能性が ありますので、ご了承下さい。]",""
"68-53-1","グースネック上付足G左側のみ","","","no_catalog_evidence","","",""
"68-53-2","グースネック上付足G右側のみ","","","no_catalog_evidence","","",""
"68-54","グースネック上付足W","","1組","missing_candidate","カタログP.132","PDF抽出メモ:品番直近=1組 [No.68-54 グースネック上付足 G （素材：洋白） チタン用箱足 G 対応ネジ 1組 １.２㎜ 上 前 対応ネジ 1組]",""
"68-54-1","グースネック上付足W左側のみ","","","no_catalog_evidence","","",""
"68-54-2","グースネック上付足W右側のみ","","","no_catalog_evidence","","",""
"68-55","U型横付足G","","1組","missing_candidate","カタログP.132","PDF抽出メモ:品番直近=1組 [No.68-55 グースネック上付足 W 1組 上 U 型上付足 W 1組 １.0㎜]",""
"68-55-1","U型横付足G左側のみ","","","no_catalog_evidence","","",""
"68-55-2","U型横付足G右側のみ","","","no_catalog_evidence","","",""
"68-56","U型横付足W","","ambiguous: 1組 / 56 ケ / 3枚","ambiguous","カタログP.132","PDF抽出メモ:品番直近=1組 [No.68-56 対応ネジ 横 前 対応ネジ １.２㎜ 前 1組 前 横 対応ネジ] || PDF抽出メモ:品番直近=56 ケ [No.68-56 ケース チタン用箱足 チタン用箱足 チタン用箱足 3枚丁番 チタン用箱足 3枚丁番 U 型横付足 チタン用箱足] || PDF抽出メモ:品番直近=3枚 [No.68-56 ケース チタン用箱足 チタン用箱足 チタン用箱足 3枚丁番 チタン用箱足 3枚丁番 U 型横付足 チタン用箱足]","複数候補あり: 1組 / 56 ケ / 3枚"
"68-56-1","U型横付足W左側のみ","","","no_catalog_evidence","","",""
"68-56-2","U型横付足W右側のみ","","","no_catalog_evidence","","",""
"68-57","U型上付足W","","1組","missing_candidate","カタログP.132","PDF抽出メモ:品番直近=1組 [No.68-59 １.0㎜ 1組 上 （素材：洋白）]",""
"68-57-1","U型上付足W左側のみ","","","no_catalog_evidence","","",""
"68-57-2","U型上付足W右側のみ","","","no_catalog_evidence","","",""
"68-59","箱足G","","1組","missing_candidate","カタログP.132","PDF抽出メモ:品番直近=1組 [No.68-59 １.0㎜ 1組 上 （素材：洋白）]",""
"68-59-1","ロングロック箱足G左側のみ","","","no_catalog_evidence","","",""
"68-59-2","ロングロック箱足G右側のみ","","","no_catalog_evidence","","",""
"68-60","箱足W","","1組","missing_candidate","カタログP.132","PDF抽出メモ:品番直近=1組 [No.68-60 1組 １.２㎜ U 型横付足 G 横 （素材：洋白） 箱足 G 対応ネジ 上 前]",""
"68-60-1","ロングロック箱足W左側のみ","","","no_catalog_evidence","","",""
"68-60-2","ロングロック箱足W右側のみ","","","no_catalog_evidence","","",""
"68-61","ガード二本足G","","1組","missing_candidate","カタログP.98,99","PDF抽出メモ:品番直近=1組 [種1袋 No.68-62装着例 ガード二本足 W 計測器 || 対応ネジ 1.2㎜ 1組 エッシェン バッハ]",""
"68-62","ガード二本足W","","1組","missing_candidate","カタログP.98,99","PDF抽出メモ:品番直近=1組 [No.68-62装着例 ガード二本足 W 計測器 視力測定 加 工 加工備品 消 耗 品 対応ネジ 1.2㎜ 1組 エッシェン]",""
"68-63","3枚丁番W 1.4×3.0×1.2","3枚","ambiguous: 3枚 / 2組","ambiguous","カタログP.132","PDF抽出メモ:品番直近=3枚 [No.68-63 3枚丁番 W 1.4×2.8×1.2 2組 （素材：洋白）] || PDF抽出メモ:品番直近=2組 [No.68-63 3枚丁番 W 1.4×2.8×1.2 2組 （素材：洋白）]","複数候補あり: 3枚 / 2組"
"68-63-1","3枚丁番W 腕のみ","3枚","","no_catalog_evidence","","",""
"68-64","3枚丁番W 1.4×3.5×1.5","3枚","ambiguous: 3枚 / 12ヶ / 2組","ambiguous","カタログP.132","PDF抽出メモ:品番直近=3枚 [No.68-64 3枚丁番 W 1.4×3.0×1.2 丁番 12ヶ （素材：洋白） 加工備品 消 耗 品 ショップ アイテム パット足G･W POP ラッピング エッシェン] || PDF抽出メモ:品番直近=12ヶ [No.68-64 3枚丁番 W 1.4×3.0×1.2 丁番 12ヶ （素材：洋白） 加工備品 消 耗 品 ショップ アイテム パット足G･W POP ラッピング エッシェン] || PDF抽出メモ:品番直近=2組 [3枚丁番 W1.4×5.0×2.0 バネ丁番用フロントW 1.4×3.0×1.3 2組 （素材：洋白）]","複数候補あり: 3枚 / 12ヶ / 2組"
"68-64-1","3枚丁番W 腕のみ","3枚","","no_catalog_evidence","","",""
"68-65","3枚丁番W 1.4×4.0×1.5","3枚","ambiguous: 3枚 / 2組","ambiguous","カタログP.132","PDF抽出メモ:品番直近=3枚 [68-68 3枚丁番 W 1.4×2.3×0.9 3枚丁番 W 1.4×2.5×1.0 2組 （素材：洋白）] || PDF抽出メモ:品番直近=2組 [68-68 3枚丁番 W 1.4×2.3×0.9 3枚丁番 W 1.4×2.5×1.0 2組 （素材：洋白）]","複数候補あり: 3枚 / 2組"
"68-65-1","3枚丁番W 腕のみ","3枚","","no_catalog_evidence","","",""
"68-66","3枚丁番W 1.4×4.5×2.0","3枚","ambiguous: 3枚 / 2組","ambiguous","カタログP.132","PDF抽出メモ:品番直近=3枚 [No.68-66 3枚丁番 W 1.4×4.0×1.5 3枚丁番 W1.4×4.5×2.0 2組 （素材：洋白） 2組 （素材：洋白） 2組 （素材：洋白） 各種1袋] || PDF抽出メモ:品番直近=2組 [No.68-66 3枚丁番 W 1.4×4.0×1.5 3枚丁番 W1.4×4.5×2.0 2組 （素材：洋白） 2組 （素材：洋白） 2組 （素材：洋白） 各種1袋]","複数候補あり: 3枚 / 2組"
"68-66-1","3枚丁番W 腕のみ","3枚","","no_catalog_evidence","","",""
"68-67","3枚丁番W 1.4×5.0×2.0","3枚","ambiguous: 2組 / 3枚","ambiguous","カタログP.132","PDF抽出メモ:品番直近=2組 [No.68-67 2組 （素材：洋白） 3枚丁番 W 1.4×3.5×1.5 2組 （素材：洋白）] || PDF抽出メモ:品番直近=3枚 [No.68-67 2組 （素材：洋白） 3枚丁番 W 1.4×3.5×1.5 2組 （素材：洋白）]","複数候補あり: 2組 / 3枚"
"68-67-1","3枚丁番W 腕のみ","3枚","","no_catalog_evidence","","",""
"68-68","3枚丁番W 1.4×2.5×1.0","3枚","ambiguous: 3枚 / 1ヶ / 2ヶ / 2組 / 8ヶ","ambiguous","カタログP.132","PDF抽出メモ:品番直近=3枚 [No.68-68 3枚...] || PDF抽出メモ:品番直近=1ヶ [ント側右1ヶ、左1ヶ、テンプル側（腕）2ヶ〉 ※テンプル側（腕）のみもあります 2組…8ヶ No.68-70] || PDF抽出メモ:品番直近=2ヶ [ント側右1ヶ、左1ヶ、テンプル側（腕）2ヶ〉 ※テンプル側（腕）のみもあります 2組…8ヶ No.68-70] || PDF抽出メモ:品番直近=2組 [ント側右1ヶ、左1ヶ、テンプル側（腕）2ヶ〉 ※テンプル側（腕）のみもあります 2組…8ヶ No.68-70] || PDF抽出メモ:品番直近=8ヶ [ント側右1ヶ、左1ヶ、テンプル側（腕）2ヶ〉 ※テンプル側（腕）のみもあります 2組…8ヶ No.68-70]","複数候補あり: 3枚 / 1ヶ / 2ヶ / 2組 / 8ヶ"
